Source,SS,df,MS,F,P_value,Percent_Variance
Groups,159.4911896908,3,53.1637298969332,0.413929441463061,0.743030172499732,0.00103720763549954
Error,153610.288584428,1196,128.436696140826,,,0.9989627923645
Total,153769.779774119,1199,,,,
